client1,client2,value1,time
637754336201408532,906310897235009568,6.6,2023-06-13 18:12:47.727486-04:00
445318809004408832,369968450678030347,6.6,2023-06-13 18:16:28.298582-04:00
416383984864329758,490375121320542210,6.6,2023-06-13 18:18:18.719091-04:00
341997113393283093,428451817635053569,6.6,2023-06-13 18:32:58.350044-04:00
494316157864640519,604887159823925259,6.6,2023-06-13 18:33:32.250654-04:00
1099135223247147143,673512089582567435,6.6,2023-06-13 19:05:34.431684-04:00
664300862004527169,357665910498000898,66.0,2023-06-13 20:09:06.813404-04:00
664300862004527169,798013460336082957,6.6,2023-06-13 20:37:48.100973-04:00
664300862004527169,737413108775256135,6.6,2023-06-13 20:37:48.105531-04:00
944660312899088405,617923092412628993,6.6,2023-06-13 20:51:15.305769-04:00
944660312899088405,693219811194306581,6.6,2023-06-13 20:51:15.312320-04:00
944660312899088405,1099135223247147143,6.6,2023-06-13 20:51:15.319933-04:00
998814179874058240,259737210171949058,132.0,2023-06-13 21:22:07.694042-04:00
998814179874058240,249285273043599360,132.0,2023-06-13 21:22:07.699994-04:00
892702057465798667,1083870894465749203,6.6,2023-06-13 21:32:11.629954-04:00
134475358631231488,1070810378847662080,6.6,2023-06-13 22:01:27.694206-04:00
625187840837287937,283248919088201728,6.6,2023-06-13 22:05:05.009713-04:00
341997113393283093,838977217987739660,13.2,2023-06-13 22:48:46.703043-04:00
456034249204826124,745075877418631339,37.5,2023-06-13 23:12:38.361347-04:00
456034249204826124,418913384734523430,37.5,2023-06-13 23:12:38.366218-04:00
456034249204826124,858674961044340759,156.6,2023-06-16 23:17:06.415244-04:00
456034249204826124,223964665162629121,37.5,2023-06-13 23:12:38.375895-04:00
456034249204826124,769491336138719253,112.5,2023-06-13 23:13:15.248351-04:00
456034249204826124,730931090604163162,112.5,2023-06-13 23:13:15.253714-04:00
216922599379173378,341416131497820160,6.6,2023-06-13 23:23:01.071648-04:00
623902832164077580,854422981858426938,6.6,2023-06-13 23:55:23.692735-04:00
814194997686566942,754003072807731301,6.6,2023-06-14 00:15:45.702487-04:00
868241768787869726,1005988525218471966,6.6,2023-06-14 00:23:48.713960-04:00
868241768787869726,943873702183985162,6.6,2023-06-14 00:23:48.719924-04:00
868241768787869726,242437101893844992,6.6,2023-06-14 00:23:48.726267-04:00
952388162150367322,855511216767893504,6.6,2023-06-14 00:43:03.686609-04:00
952388162150367322,326142376542470144,6.6,2023-06-14 00:43:03.693254-04:00
966828978772000788,515316359337345027,13.2,2023-06-17 05:36:28.215794-04:00
799885323982340146,817651476092026882,6.6,2023-06-14 01:33:00.989542-04:00
734925361917198436,418913384734523430,6.6,2023-06-14 01:57:40.300991-04:00
952388162150367322,230877485087195136,23.1,2023-06-20 02:29:23.309579-04:00
977953361401905172,515316359337345027,6.6,2023-06-14 02:26:45.302883-04:00
868241768787869726,577168342293544983,82.5,2023-06-21 00:26:27.631957-04:00
868241768787869726,977953361401905172,13.2,2023-06-17 13:54:03.009913-04:00
657627973754552401,716529862524796929,6.6,2023-06-14 03:09:13.527701-04:00
657627973754552401,697803212832374854,6.6,2023-06-14 03:09:13.533157-04:00
640670140920365087,814194997686566942,6.6,2023-06-14 03:11:00.879972-04:00
640670140920365087,826343607328833567,6.6,2023-06-14 03:11:00.885042-04:00
868241768787869726,590522801463754764,33.0,2023-06-19 04:52:27.322033-04:00
428451817635053569,1012994810719772702,6.6,2023-06-14 04:15:01.358766-04:00
637754336201408532,490776933412503553,37.5,2023-06-14 04:30:18.046133-04:00
637754336201408532,898375971437166592,66.0,2023-06-14 04:31:10.617737-04:00
578734791692648458,892563469004574720,6.6,2023-06-14 04:33:15.670653-04:00
726553506605170699,898375971437166592,6.6,2023-06-14 04:37:57.814838-04:00
726553506605170699,235227045699780608,6.6,2023-06-14 04:37:57.819912-04:00
494316157864640519,753544412264398890,6.6,2023-06-14 05:12:51.266619-04:00
637754336201408532,617595835122974730,6.6,2023-06-14 05:33:59.052264-04:00
333377436987293697,577168342293544983,72.6,2023-06-14 10:42:48.714252-04:00
799885323982340146,467171926348005396,6.6,2023-06-14 09:33:54.074501-04:00
799885323982340146,637754336201408532,6.6,2023-06-14 09:33:54.080209-04:00
1099135223247147143,943519937056628787,6.6,2023-06-14 09:58:16.265577-04:00
966828978772000788,436277438620893184,6.6,2023-06-14 10:31:35.039933-04:00
491771607723802646,1110549587380408350,6.6,2023-06-14 10:31:52.975730-04:00
491771607723802646,243623018864050176,6.6,2023-06-14 10:31:52.983959-04:00
576962723540369454,703568681770287104,6.6,2023-06-14 11:04:07.936407-04:00
341416131497820160,604887159823925259,6.6,2023-06-14 11:06:28.533914-04:00
335816176804560899,830934706916818988,6.6,2023-06-14 11:09:45.144537-04:00
619804409748127744,784624817046421515,6.6,2023-06-14 12:00:36.931939-04:00
637754336201408532,235047680361889792,6.6,2023-06-14 12:10:15.186472-04:00
868241768787869726,491771607723802646,75.9,2023-06-18 21:22:15.352567-04:00
868241768787869726,740093719847501886,108.9,2023-06-20 10:57:25.824056-04:00
404363173181915148,830934706916818988,6.6,2023-06-14 12:55:35.914771-04:00
754003072807731301,659360151807066112,66.0,2023-06-14 13:20:21.245990-04:00
777295376599351307,954948208314957864,6.6,2023-06-14 13:48:56.036553-04:00
283248919088201728,503300306399002626,16.5,2023-06-18 08:37:20.639653-04:00
283248919088201728,367196473324208128,6.6,2023-06-14 13:53:20.884007-04:00
283248919088201728,604887159823925259,6.6,2023-06-14 13:53:20.889059-04:00
341997113393283093,522654151012909059,66.0,2023-06-14 15:40:10.406588-04:00
341997113393283093,537297943422828561,66.0,2023-06-14 15:40:10.413862-04:00
868241768787869726,507680914504024065,112.5,2023-06-14 16:30:53.299812-04:00
868241768787869726,341997113393283093,72.6,2023-06-15 16:17:46.170721-04:00
416383984864329758,868241768787869726,46.2,2023-06-19 04:52:27.342561-04:00
295796977139187712,483479904873218059,66.0,2023-06-14 17:52:17.262600-04:00
295796977139187712,693219811194306581,66.0,2023-06-14 17:52:17.269840-04:00
625187840837287937,637369384570191877,6.6,2023-06-14 17:54:09.775804-04:00
726553506605170699,726207497261547676,6.6,2023-06-14 17:54:45.733024-04:00
491771607723802646,508278861717569562,6.6,2023-06-14 19:01:46.612786-04:00
491771607723802646,874928369379201034,6.6,2023-06-14 19:01:46.617685-04:00
868241768787869726,854422981858426938,6.6,2023-06-14 19:11:27.453105-04:00
868241768787869726,146801802963058699,6.6,2023-06-14 19:11:27.458297-04:00
868241768787869726,753544412264398890,16.5,2023-06-18 07:00:42.782662-04:00
428451817635053569,1110549587380408350,6.6,2023-06-14 19:16:54.221012-04:00
726553506605170699,490375121320542210,6.6,2023-06-14 19:22:10.535654-04:00
625187840837287937,243623018864050176,6.6,2023-06-14 19:24:26.391689-04:00
695363754938073218,854422981858426938,13.2,2023-06-16 20:52:50.381105-04:00
510928615374979072,418913384734523430,6.6,2023-06-14 19:52:41.517534-04:00
510928615374979072,406734834359074816,6.6,2023-06-14 19:52:41.522533-04:00
944660312899088405,1055073077123371090,6.6,2023-06-14 20:18:27.632484-04:00
903060895264043039,623902832164077580,6.6,2023-06-14 20:48:24.573981-04:00
903060895264043039,806812779033788426,6.6,2023-06-14 20:48:24.579307-04:00
882786812379168799,499543625206857739,6.6,2023-06-14 22:16:35.475187-04:00
882786812379168799,447093330581389323,6.6,2023-06-14 22:16:35.481939-04:00
388176255167496200,356878926154301441,6.6,2023-06-14 22:17:00.280285-04:00
388176255167496200,406734834359074816,6.6,2023-06-14 22:17:00.287631-04:00
416383984864329758,677677131341365268,6.6,2023-06-14 22:30:32.269281-04:00
952388162150367322,577168342293544983,13.2,2023-06-14 22:50:48.861898-04:00
753334993241112635,1078907577687089222,6.6,2023-06-14 22:57:52.390654-04:00
664300862004527169,576980014977777676,6.6,2023-06-14 23:33:54.009704-04:00
578734791692648458,534099262292623381,6.6,2023-06-14 23:49:45.424408-04:00
664300862004527169,333305286213500928,6.6,2023-06-15 00:47:54.152523-04:00
341416131497820160,718938302358749395,6.6,2023-06-15 01:25:13.746761-04:00
966828978772000788,875652932287209522,6.6,2023-06-15 01:42:53.724088-04:00
625187840837287937,728405992320008332,6.6,2023-06-15 01:45:09.454071-04:00
1099135223247147143,704542928164618302,6.6,2023-06-15 01:46:45.590221-04:00
737413108775256135,249285273043599360,6.6,2023-06-15 02:24:48.599725-04:00
737413108775256135,728405992320008332,6.6,2023-06-15 02:24:48.605737-04:00
737413108775256135,326142376542470144,6.6,2023-06-15 02:24:48.612191-04:00
1097582027475275846,637754336201408532,6.6,2023-06-15 02:45:11.258403-04:00
415782683889893376,866223309736509471,6.6,2023-06-15 03:00:57.032266-04:00
494316157864640519,310309791455248384,6.6,2023-06-15 03:13:30.857734-04:00
361252475761852426,416383984864329758,6.6,2023-06-15 03:36:29.502861-04:00
416383984864329758,249285273043599360,6.6,2023-06-15 03:37:58.041973-04:00
428451817635053569,753544412264398890,6.6,2023-06-15 03:44:29.243431-04:00
357665910498000898,629219672709005313,6.6,2023-06-15 03:50:33.102536-04:00
625187840837287937,1032295100501467276,6.6,2023-06-15 04:24:25.035153-04:00
576962723540369454,618198844701671425,6.6,2023-06-15 04:25:07.975843-04:00
377661680043425793,148864432817045504,66.0,2023-06-15 04:27:34.425803-04:00
625187840837287937,418913384734523430,13.2,2023-06-17 14:42:14.007209-04:00
625187840837287937,341997113393283093,6.6,2023-06-15 04:59:14.499393-04:00
576962723540369454,434349831713062913,6.6,2023-06-15 05:46:56.450347-04:00
491771607723802646,1013049216400105613,6.6,2023-06-15 07:39:45.696300-04:00
830934706916818988,576962723540369454,6.6,2023-06-15 09:18:09.464132-04:00
576962723540369454,361587018041655308,6.6,2023-06-15 09:28:27.892322-04:00
640390620367814669,572074388329857072,6.6,2023-06-15 09:41:54.330736-04:00
640390620367814669,623902832164077580,6.6,2023-06-15 09:41:54.338200-04:00
640390620367814669,659360151807066112,6.6,2023-06-15 09:41:54.345381-04:00
576962723540369454,388176255167496200,6.6,2023-06-15 09:59:27.670935-04:00
1007081691535392848,943519937056628787,6.6,2023-06-15 10:03:19.222942-04:00
611740793870352384,224000701485809665,6.6,2023-06-15 10:32:49.925644-04:00
592195271849410560,830934706916818988,6.6,2023-06-15 11:36:41.852053-04:00
491771607723802646,644567609156829201,42.9,2023-06-19 23:57:30.971159-04:00
777295376599351307,1083870894465749203,6.6,2023-06-15 12:18:30.899011-04:00
592195271849410560,467171926348005396,6.6,2023-06-15 12:41:38.876536-04:00
777295376599351307,954332558634663956,6.6,2023-06-15 12:42:12.591108-04:00
308751100209528833,554087686860963841,165.0,2023-06-18 13:30:03.061831-04:00
335816176804560899,235047680361889792,6.6,2023-06-15 13:19:13.740441-04:00
491771607723802646,777295376599351307,6.6,2023-06-15 13:30:57.871312-04:00
257772464233250816,577168342293544983,6.6,2023-06-15 13:38:45.088316-04:00
257772464233250816,677677131341365268,6.6,2023-06-15 13:38:45.095206-04:00
295796977139187712,509149124466311169,66.0,2023-06-15 14:15:53.200314-04:00
295796977139187712,978981702019985409,66.0,2023-06-15 14:15:53.205647-04:00
341997113393283093,173587229921247232,6.6,2023-06-15 15:29:34.982872-04:00
868241768787869726,537704694001434624,6.6,2023-06-15 16:17:46.165029-04:00
868241768787869726,651167398015270942,6.6,2023-06-15 16:17:46.175958-04:00
777295376599351307,747544722322751569,6.6,2023-06-15 18:02:33.412525-04:00
369661960590983170,1099135223247147143,66.0,2023-06-15 19:53:49.511701-04:00
369661960590983170,898008176987869215,66.0,2023-06-15 19:53:49.517169-04:00
357665910498000898,623902832164077580,6.6,2023-06-15 20:26:56.270062-04:00
341997113393283093,314578645589032960,6.6,2023-06-15 22:16:07.123526-04:00
868241768787869726,356878926154301441,13.2,2023-06-17 15:03:50.998440-04:00
868241768787869726,592195271849410560,6.6,2023-06-15 23:08:38.643471-04:00
753334993241112635,519274016847167495,6.6,2023-06-15 23:11:51.201850-04:00
911413267526742076,424667175211761665,6.6,2023-06-16 00:05:59.353274-04:00
283248919088201728,717484146003542117,6.6,2023-06-16 00:19:44.341863-04:00
388176255167496200,769491336138719253,6.6,2023-06-16 00:24:58.500551-04:00
388176255167496200,826657068865421362,6.6,2023-06-16 00:24:58.506368-04:00
308751100209528833,659360151807066112,6.6,2023-06-16 00:46:38.425812-04:00
308751100209528833,446516271383707648,6.6,2023-06-16 00:46:38.432576-04:00
617595835122974730,1020198142198681610,6.6,2023-06-16 00:46:45.298674-04:00
577269275786608641,871188586488283207,6.6,2023-06-16 00:51:23.657493-04:00
535256308987854858,1083870894465749203,6.6,2023-06-16 01:12:46.236007-04:00
535256308987854858,1030076821611479081,6.6,2023-06-16 01:12:46.241793-04:00
952388162150367322,1078907577687089222,23.1,2023-06-18 20:24:24.379943-04:00
695363754938073218,697803212832374854,6.6,2023-06-16 01:14:11.582514-04:00
799885323982340146,826343607328833567,6.6,2023-06-16 01:28:19.698105-04:00
799885323982340146,1030076821611479081,6.6,2023-06-16 01:28:19.704010-04:00
799885323982340146,898008176987869215,6.6,2023-06-16 01:28:19.709968-04:00
416383984864329758,751546017937096704,6.6,2023-06-16 01:45:55.005547-04:00
416383984864329758,617595835122974730,16.5,2023-06-23 02:50:24.992681-04:00
508082736138027010,1082862800306704406,6.6,2023-06-16 01:52:19.149101-04:00
1110549587380408350,826343607328833567,6.6,2023-06-16 02:30:56.525018-04:00
416383984864329758,697803212832374854,6.6,2023-06-16 02:49:01.588230-04:00
419785411968237570,898008176987869215,16.5,2023-06-23 00:41:05.288074-04:00
419785411968237570,915385474313490502,6.6,2023-06-16 03:00:57.770097-04:00
341997113393283093,723665884312371210,6.6,2023-06-16 03:46:02.980325-04:00
341997113393283093,637754336201408532,6.6,2023-06-16 03:46:02.985827-04:00
430842498492006420,249285273043599360,6.6,2023-06-16 03:52:42.471661-04:00
430842498492006420,728405992320008332,6.6,2023-06-16 03:52:42.477597-04:00
357665910498000898,366094948283449346,131.4,2023-06-16 05:04:36.338374-04:00
892702057465798667,1012994810719772702,6.6,2023-06-16 05:38:29.530519-04:00
430842498492006420,943519937056628787,6.6,2023-06-16 06:12:43.646888-04:00
430842498492006420,204036163848110080,6.6,2023-06-16 06:12:43.652324-04:00
576962723540369454,637754336201408532,6.6,2023-06-16 06:36:56.251810-04:00
576962723540369454,903060895264043039,6.6,2023-06-16 06:36:56.257444-04:00
799885323982340146,418913384734523430,6.6,2023-06-16 06:37:27.135150-04:00
799885323982340146,659360151807066112,6.6,2023-06-16 08:02:09.549636-04:00
799885323982340146,499543625206857739,6.6,2023-06-16 08:02:09.555031-04:00
341416131497820160,717484146003542117,6.6,2023-06-16 09:36:34.201363-04:00
416383984864329758,633943413800042516,6.6,2023-06-16 09:57:49.292470-04:00
769491336138719253,838197163401674823,6.6,2023-06-16 10:32:46.182564-04:00
966828978772000788,333305286213500928,6.6,2023-06-16 10:46:11.899719-04:00
868241768787869726,951594791571968060,26.4,2023-06-22 18:40:17.872286-04:00
868241768787869726,591038730366615571,23.1,2023-06-19 03:36:09.495226-04:00
637754336201408532,659209125590335498,6.6,2023-06-16 13:05:05.027711-04:00
576962723540369454,232154564361453569,6.6,2023-06-16 13:05:38.740036-04:00
576962723540369454,629219672709005313,6.6,2023-06-16 13:05:38.745717-04:00
419785411968237570,537704694001434624,6.6,2023-06-16 14:46:36.959661-04:00
419785411968237570,855511216767893504,6.6,2023-06-16 14:46:36.965428-04:00
952388162150367322,637369384570191877,6.6,2023-06-16 15:02:20.006947-04:00
952388162150367322,745075877418631339,6.6,2023-06-16 15:02:20.012270-04:00
664300862004527169,880642858284109874,6.6,2023-06-16 15:16:03.851813-04:00
664300862004527169,1078907577687089222,6.6,2023-06-16 16:02:37.669663-04:00
323962047278874627,915385474313490502,6.6,2023-06-16 16:52:44.389364-04:00
354813246294982656,880642858284109874,6.6,2023-06-16 17:42:13.346680-04:00
764986031103148075,637369384570191877,6.6,2023-06-16 18:45:12.416503-04:00
404363173181915148,548273887683674132,6.6,2023-06-16 19:53:16.997370-04:00
868241768787869726,259219692038782976,6.6,2023-06-16 20:02:46.162711-04:00
416383984864329758,618198844701671425,6.6,2023-06-16 20:08:22.257937-04:00
416383984864329758,388176255167496200,6.6,2023-06-16 20:26:22.960492-04:00
447529942088024075,223964665162629121,6.6,2023-06-16 20:29:12.227205-04:00
952388162150367322,406734834359074816,6.6,2023-06-16 20:37:24.342514-04:00
952388162150367322,604887159823925259,6.6,2023-06-16 20:37:24.350877-04:00
388176255167496200,259219692038782976,6.6,2023-06-16 20:46:25.005587-04:00
880642858284109874,836985780093714472,6.6,2023-06-16 20:52:11.268152-04:00
944660312899088405,915385474313490502,6.6,2023-06-16 21:08:30.236014-04:00
456034249204826124,265306758040256522,6.6,2023-06-16 21:24:26.727082-04:00
456034249204826124,212340127131893761,6.6,2023-06-16 21:24:26.732955-04:00
456034249204826124,673512089582567435,13.2,2023-06-16 23:17:06.409779-04:00
310309791455248384,659360151807066112,6.6,2023-06-16 21:36:13.864532-04:00
310309791455248384,418913384734523430,6.6,2023-06-16 21:36:13.871431-04:00
310309791455248384,873439732028301384,6.6,2023-06-16 21:36:13.878389-04:00
341997113393283093,424640841710305280,6.6,2023-06-16 21:50:55.953847-04:00
576962723540369454,1083870894465749203,6.6,2023-06-16 22:32:56.405799-04:00
952388162150367322,419785411968237570,6.6,2023-06-16 22:36:53.149110-04:00
777295376599351307,612067911217184818,6.6,2023-06-16 22:52:44.419430-04:00
456034249204826124,644567609156829201,6.6,2023-06-16 23:17:06.360084-04:00
456034249204826124,1111619921676353566,6.6,2023-06-16 23:17:06.366763-04:00
456034249204826124,915385474313490502,6.6,2023-06-16 23:17:06.380951-04:00
456034249204826124,1028112430854832278,6.6,2023-06-16 23:17:06.388133-04:00
456034249204826124,791847777918255115,6.6,2023-06-16 23:17:06.395252-04:00
456034249204826124,777295376599351307,6.6,2023-06-16 23:17:06.402442-04:00
456034249204826124,536769356558893056,44.1,2023-06-17 09:12:53.371561-04:00
705995062848389141,387047726614839297,6.6,2023-06-16 23:24:16.246089-04:00
341997113393283093,677677131341365268,6.6,2023-06-16 23:56:56.143416-04:00
614668983118987284,911413267526742076,6.6,2023-06-17 00:02:57.848902-04:00
283248919088201728,966828978772000788,6.6,2023-06-17 00:06:05.977111-04:00
283248919088201728,223964665162629121,6.6,2023-06-17 00:06:05.982937-04:00
456034249204826124,951594791571968060,156.6,2023-06-19 03:43:12.024332-04:00
456034249204826124,341997113393283093,6.6,2023-06-17 00:42:36.117885-04:00
456034249204826124,880642858284109874,6.6,2023-06-17 00:42:36.123649-04:00
753334993241112635,906310897235009568,6.6,2023-06-17 00:51:45.597970-04:00
357665910498000898,235047680361889792,6.6,2023-06-17 01:06:10.475996-04:00
451201495795236869,630543219461193738,203.7,2023-06-23 12:32:42.033555-04:00
451201495795236869,838977217987739660,6.6,2023-06-17 01:31:42.257404-04:00
456034249204826124,906310897235009568,6.6,2023-06-17 01:36:11.888785-04:00
456034249204826124,822886896220241920,6.6,2023-06-17 01:36:11.894573-04:00
1097582027475275846,784624817046421515,6.6,2023-06-17 01:51:45.015880-04:00
223964665162629121,447093330581389323,6.6,2023-06-17 02:22:33.009988-04:00
281678876705554432,354418432625868811,6.6,2023-06-17 02:32:05.752612-04:00
868241768787869726,333305286213500928,6.6,2023-06-17 02:42:19.810193-04:00
868241768787869726,994462977220685884,6.6,2023-06-17 02:42:19.819274-04:00
381634768388882433,460910849649803275,131.4,2023-06-17 02:43:38.818518-04:00
428451817635053569,751546017937096704,6.6,2023-06-17 02:52:25.530167-04:00
428451817635053569,654702924437520394,138.0,2023-06-17 17:56:14.269625-04:00
341416131497820160,591038730366615571,6.6,2023-06-17 02:57:11.672257-04:00
611740793870352384,651167398015270942,6.6,2023-06-17 05:12:02.650287-04:00
333377436987293697,673512089582567435,6.6,2023-06-17 06:11:12.803391-04:00
341416131497820160,1049878480424284233,6.6,2023-06-17 06:43:07.262538-04:00
341416131497820160,1107580574790602792,6.6,2023-06-17 06:43:07.271268-04:00
430842498492006420,697803212832374854,16.5,2023-06-20 06:21:27.479653-04:00
430842498492006420,838977217987739660,6.6,2023-06-17 07:46:57.036500-04:00
456034249204826124,892563469004574720,37.5,2023-06-17 09:12:53.392516-04:00
456034249204826124,546327918435893248,112.5,2023-06-17 09:13:23.670037-04:00
977953361401905172,387047726614839297,6.6,2023-06-17 09:28:54.983665-04:00
1087858719867547748,871188586488283207,6.6,2023-06-17 10:14:36.730415-04:00
1087858719867547748,509006498798501889,365.0,2023-06-17 11:08:15.010420-04:00
777295376599351307,877559332475134032,6.6,2023-06-17 11:18:45.013329-04:00
576962723540369454,993515826684637196,6.6,2023-06-17 11:19:03.190134-04:00
333377436987293697,619731672228954167,13.2,2023-06-17 11:44:18.306492-04:00
223964665162629121,505907945272246292,6.6,2023-06-17 12:59:13.056840-04:00
799885323982340146,970898930109923420,6.6,2023-06-17 13:27:39.476786-04:00
404363173181915148,1013049216400105613,131.4,2023-06-17 14:46:44.376051-04:00
966828978772000788,830934706916818988,9.9,2023-06-17 15:21:27.651085-04:00
416383984864329758,654702924437520394,99.0,2023-06-17 16:30:09.289632-04:00
428451817635053569,232154564361453569,525.6,2023-06-23 15:54:44.274798-04:00
623902832164077580,418913384734523430,9.9,2023-06-17 18:19:43.863994-04:00
134475358631231488,434349831713062913,9.9,2023-06-17 18:38:23.072594-04:00
623902832164077580,951594791571968060,9.9,2023-06-17 18:38:31.007502-04:00
654702924437520394,637754336201408532,9.9,2023-06-17 19:16:19.926972-04:00
868241768787869726,257334971889483796,9.9,2023-06-17 19:43:21.138207-04:00
388176255167496200,762064767329632257,9.9,2023-06-17 19:47:02.296227-04:00
308751100209528833,753544412264398890,9.9,2023-06-17 20:05:27.613920-04:00
777295376599351307,259737210171949058,9.9,2023-06-17 20:16:33.152107-04:00
134475358631231488,1083870894465749203,9.9,2023-06-17 20:28:25.227327-04:00
944660312899088405,490375121320542210,9.9,2023-06-17 21:07:13.057246-04:00
