client1,client2,value1,time
777295376599351307,791847777918255115,9.9,2023-06-17 21:28:37.106478-04:00
868241768787869726,1119807582824054905,9.9,2023-06-17 21:56:33.947981-04:00
868241768787869726,665430191710928896,108.9,2023-06-18 23:42:41.047790-04:00
630543219461193738,977895923743084584,9.9,2023-06-17 22:40:50.541895-04:00
451201495795236869,494324632732827661,99.0,2023-06-17 22:49:48.329390-04:00
535256308987854858,855511216767893504,9.9,2023-06-17 23:11:07.068921-04:00
535256308987854858,826343607328833567,9.9,2023-06-17 23:11:56.643603-04:00
451201495795236869,826343607328833567,131.4,2023-06-17 23:20:59.458163-04:00
451201495795236869,460910849649803275,131.4,2023-06-17 23:20:59.464879-04:00
868241768787869726,898375971437166592,128.7,2023-06-19 19:20:34.996796-04:00
652734883545743410,235047680361889792,9.9,2023-06-18 00:17:28.108197-04:00
625187840837287937,272707058057478145,9.9,2023-06-18 00:20:20.170217-04:00
625187840837287937,223964665162629121,9.9,2023-06-18 00:20:20.176583-04:00
625187840837287937,898375971437166592,9.9,2023-06-18 00:20:20.182901-04:00
625187840837287937,915385474313490502,9.9,2023-06-18 00:20:20.189226-04:00
625187840837287937,1069947861036441611,19.8,2023-06-20 02:05:30.340278-04:00
625187840837287937,388176255167496200,9.9,2023-06-18 00:20:20.201910-04:00
625187840837287937,636447904357416961,9.9,2023-06-18 00:20:20.208047-04:00
691580266270949377,665430191710928896,9.9,2023-06-18 00:25:22.742984-04:00
341997113393283093,652734883545743410,9.9,2023-06-18 00:26:53.222824-04:00
416383984864329758,341997113393283093,9.9,2023-06-18 00:44:06.240222-04:00
769491336138719253,777378053923274823,9.9,2023-06-18 01:00:41.198926-04:00
769491336138719253,505907945272246292,9.9,2023-06-18 01:00:41.206055-04:00
357665910498000898,697803212832374854,9.9,2023-06-18 01:23:42.513457-04:00
357665910498000898,491771607723802646,9.9,2023-06-18 01:23:42.521879-04:00
630543219461193738,1055073077123371090,9.9,2023-06-18 01:42:36.762272-04:00
420882722425143298,665430191710928896,9.9,2023-06-18 02:11:37.082964-04:00
617595835122974730,235047680361889792,9.9,2023-06-18 02:15:34.939347-04:00
630543219461193738,387047726614839297,9.9,2023-06-18 02:21:39.677813-04:00
416383984864329758,483479904873218059,9.9,2023-06-18 02:35:22.174371-04:00
416383984864329758,235047680361889792,9.9,2023-06-18 02:47:49.173152-04:00
283248919088201728,1011665060243976234,9.9,2023-06-18 03:05:48.469595-04:00
705995062848389141,447093330581389323,9.9,2023-06-18 03:12:20.341269-04:00
341997113393283093,249285273043599360,9.9,2023-06-18 03:48:01.419104-04:00
430842498492006420,1083870894465749203,141.3,2023-06-19 04:29:55.494094-04:00
430842498492006420,310309791455248384,131.4,2023-06-18 03:55:25.915839-04:00
430842498492006420,685431271303806992,141.3,2023-06-19 04:29:55.499755-04:00
430842498492006420,456034249204826124,141.3,2023-06-22 17:04:40.224494-04:00
868241768787869726,877559332475134032,9.9,2023-06-18 04:26:59.624406-04:00
966828978772000788,657288381423812640,9.9,2023-06-18 04:36:52.054482-04:00
341997113393283093,657288381423812640,19.8,2023-06-19 05:34:43.579538-04:00
625187840837287937,1073528163503702017,9.9,2023-06-18 05:02:01.443541-04:00
430842498492006420,590522801463754764,9.9,2023-06-18 05:16:16.037913-04:00
430842498492006420,880642858284109874,9.9,2023-06-18 05:16:16.044473-04:00
966828978772000788,591038730366615571,9.9,2023-06-18 05:54:39.796417-04:00
868241768787869726,823631933589159976,9.9,2023-06-18 06:12:58.031007-04:00
357665910498000898,751546017937096704,9.9,2023-06-18 06:57:38.673703-04:00
868241768787869726,880642858284109874,9.9,2023-06-18 07:00:42.789000-04:00
868241768787869726,309189927365509130,9.9,2023-06-18 07:00:42.796104-04:00
868241768787869726,1055073077123371090,19.8,2023-06-19 20:20:10.154265-04:00
868241768787869726,637754336201408532,9.9,2023-06-18 07:00:42.813177-04:00
868241768787869726,1028112430854832278,9.9,2023-06-18 07:00:42.822377-04:00
868241768787869726,865069682674368523,9.9,2023-06-18 07:00:42.831369-04:00
868241768787869726,629219672709005313,9.9,2023-06-18 07:00:42.848005-04:00
868241768787869726,633943413800042516,9.9,2023-06-18 07:00:42.856483-04:00
416383984864329758,590522801463754764,39.6,2023-06-23 06:47:23.484644-04:00
388176255167496200,576980014977777676,9.9,2023-06-18 07:23:18.462871-04:00
416383984864329758,951594791571968060,9.9,2023-06-18 07:26:51.935356-04:00
333377436987293697,665430191710928896,9.9,2023-06-18 07:41:38.941066-04:00
799885323982340146,341997113393283093,99.0,2023-06-18 09:17:12.187565-04:00
799885323982340146,977953361401905172,99.0,2023-06-18 09:17:12.194255-04:00
295796977139187712,654702924437520394,150.0,2023-06-18 11:26:28.037964-04:00
411262540883165185,830934706916818988,9.9,2023-06-18 11:48:14.992595-04:00
576962723540369454,522654151012909059,131.4,2023-06-18 11:56:41.954031-04:00
576962723540369454,356878926154301441,99.0,2023-06-18 11:57:05.051553-04:00
577269275786608641,719785004309151774,9.9,2023-06-18 11:59:39.528253-04:00
944660312899088405,509920149432827904,9.9,2023-06-18 13:00:53.272722-04:00
430842498492006420,275767588204707841,9.9,2023-06-18 13:09:23.293101-04:00
430842498492006420,357665910498000898,9.9,2023-06-18 13:09:23.299556-04:00
430842498492006420,1086743795250503710,545.4,2023-06-22 17:04:40.236882-04:00
450402046374313994,762064767329632257,9.9,2023-06-18 14:25:52.141106-04:00
430842498492006420,367987025586028544,9.9,2023-06-18 14:30:27.804218-04:00
430842498492006420,480561103068200990,9.9,2023-06-18 14:30:27.811850-04:00
491771607723802646,804751562320379924,19.8,2023-06-19 19:35:42.210006-04:00
491771607723802646,657627973754552401,9.9,2023-06-18 14:45:07.604125-04:00
625187840837287937,424213351439269890,9.9,2023-06-18 15:45:09.204000-04:00
625187840837287937,356878926154301441,9.9,2023-06-18 15:45:09.209956-04:00
430842498492006420,491771607723802646,131.4,2023-06-18 16:03:29.880634-04:00
357665910498000898,1016463937367195699,9.9,2023-06-18 16:05:00.339887-04:00
799885323982340146,275767588204707841,9.9,2023-06-18 16:45:27.011221-04:00
799885323982340146,522654151012909059,99.0,2023-06-18 17:01:25.622715-04:00
354813246294982656,537704694001434624,9.9,2023-06-18 17:38:51.428075-04:00
1,2,3364.1,2023-06-22 14:00:33.414832-04:00
623902832164077580,483109095499628584,99.0,2023-06-18 20:09:25.022048-04:00
272210988957302784,327632995827843072,9.9,2023-06-18 20:24:39.005494-04:00
868241768787869726,784624817046421515,9.9,2023-06-18 21:06:33.706193-04:00
868241768787869726,406734834359074816,9.9,2023-06-18 21:06:33.712778-04:00
868241768787869726,515316359337345027,9.9,2023-06-18 21:08:30.078535-04:00
868241768787869726,617595835122974730,9.9,2023-06-18 21:08:30.085364-04:00
868241768787869726,1012994810719772702,29.700000000000003,2023-06-23 03:14:43.105824-04:00
341997113393283093,490375121320542210,9.9,2023-06-18 22:19:54.299210-04:00
619804409748127744,739399070879318096,9.9,2023-06-18 22:31:06.870644-04:00
447529942088024075,1028112430854832278,9.9,2023-06-18 22:45:25.962845-04:00
868241768787869726,999254824916885624,9.9,2023-06-18 23:42:41.032340-04:00
868241768787869726,904524239472852993,9.9,2023-06-18 23:42:41.054788-04:00
868241768787869726,868241768787869726,9.9,2023-06-18 23:42:41.062959-04:00
491771607723802646,1055073077123371090,9.9,2023-06-19 00:01:17.952802-04:00
428451817635053569,520191900112650240,9.9,2023-06-19 00:17:39.819367-04:00
944660312899088405,999254824916885624,9.9,2023-06-19 00:38:48.605972-04:00
576962723540369454,1016463937367195699,99.0,2023-06-19 01:08:04.971475-04:00
341997113393283093,546327918435893248,9.9,2023-06-19 01:54:23.311558-04:00
578734791692648458,424667175211761665,9.9,2023-06-19 02:10:52.506709-04:00
578734791692648458,877559332475134032,9.9,2023-06-19 02:10:52.516703-04:00
868241768787869726,275396750720892930,9.9,2023-06-19 03:36:09.469158-04:00
868241768787869726,1072491770149085214,9.9,2023-06-19 03:36:09.481658-04:00
868241768787869726,751546017937096704,9.9,2023-06-19 03:36:09.488487-04:00
1007587167553454164,621909993435693058,9.9,2023-06-19 03:37:52.390347-04:00
416383984864329758,418913384734523430,9.9,2023-06-19 04:17:20.776314-04:00
416383984864329758,248780267815174165,9.9,2023-06-19 04:17:20.783086-04:00
416383984864329758,204036163848110080,9.9,2023-06-19 04:17:20.789893-04:00
430842498492006420,826343607328833567,9.9,2023-06-19 04:29:55.487981-04:00
868241768787869726,659360151807066112,9.9,2023-06-19 04:52:27.327790-04:00
868241768787869726,697803212832374854,9.9,2023-06-19 04:52:27.336062-04:00
868241768787869726,769491336138719253,19.8,2023-06-23 03:14:43.099207-04:00
640670140920365087,915385474313490502,9.9,2023-06-19 04:57:14.900858-04:00
673512089582567435,784624817046421515,9.9,2023-06-19 05:11:23.304965-04:00
416383984864329758,657288381423812640,19.8,2023-06-19 19:54:21.415727-04:00
341997113393283093,911413267526742076,9.9,2023-06-19 05:27:59.946173-04:00
424213351439269890,791847777918255115,9.9,2023-06-19 05:43:21.295440-04:00
576962723540369454,673512089582567435,9.9,2023-06-19 08:19:24.465728-04:00
272210988957302784,604887159823925259,9.9,2023-06-19 09:23:40.615127-04:00
882382237960642572,509920149432827904,9.9,2023-06-19 09:47:54.256849-04:00
737413108775256135,1030676466154864710,9.9,2023-06-19 12:15:35.023314-04:00
491771607723802646,898375971437166592,9.9,2023-06-19 12:20:01.300401-04:00
777295376599351307,644567609156829201,9.9,2023-06-19 14:02:26.007702-04:00
625187840837287937,509920149432827904,9.9,2023-06-19 14:06:53.188208-04:00
617595835122974730,928934711319986206,9.9,2023-06-19 14:51:39.120021-04:00
295796977139187712,232154564361453569,150.0,2023-06-19 14:59:26.331623-04:00
357665910498000898,693219811194306581,9.9,2023-06-19 16:39:08.906096-04:00
388176255167496200,1020198142198681610,9.9,2023-06-19 17:00:07.387362-04:00
456034249204826124,313790748439085067,9.9,2023-06-19 17:33:32.733334-04:00
456034249204826124,445318809004408832,9.9,2023-06-19 17:33:32.741578-04:00
764986031103148075,673512089582567435,9.9,2023-06-19 18:12:11.022293-04:00
799885323982340146,694026362960347136,9.9,2023-06-19 18:14:52.837218-04:00
625187840837287937,415782683889893376,691.4,2023-06-23 07:49:18.971237-04:00
491771607723802646,509920149432827904,19.8,2023-06-19 23:57:30.983837-04:00
868241768787869726,817651476092026882,19.8,2023-06-20 03:57:03.979664-04:00
868241768787869726,265725663196086284,9.9,2023-06-19 19:51:05.415098-04:00
652734883545743410,728405992320008332,9.9,2023-06-19 20:39:24.973260-04:00
388176255167496200,314578645589032960,9.9,2023-06-19 22:28:00.951609-04:00
644567609156829201,243623018864050176,9.9,2023-06-19 22:42:53.217388-04:00
576962723540369454,681036422597181505,99.0,2023-06-19 23:06:42.575258-04:00
576962723540369454,314578645589032960,99.0,2023-06-19 23:06:42.584447-04:00
777295376599351307,1082915196332417056,9.9,2023-06-19 23:51:51.121514-04:00
491771607723802646,944660312899088405,9.9,2023-06-19 23:57:30.977126-04:00
447529942088024075,662801990556057632,9.9,2023-06-20 00:04:06.589784-04:00
880642858284109874,505907945272246292,9.9,2023-06-20 00:26:39.176748-04:00
617595835122974730,1049878480424284233,9.9,2023-06-20 00:27:13.082443-04:00
341997113393283093,1055073077123371090,9.9,2023-06-20 01:07:16.186962-04:00
341997113393283093,751546017937096704,9.9,2023-06-20 01:20:18.859075-04:00
868241768787869726,1029200972595073025,9.9,2023-06-20 01:55:09.157167-04:00
868241768787869726,728405992320008332,9.9,2023-06-20 01:55:09.170308-04:00
388176255167496200,415782683889893376,9.9,2023-06-20 01:56:05.025463-04:00
625187840837287937,1072491770149085214,9.9,2023-06-20 02:05:30.333271-04:00
430842498492006420,944660312899088405,338.4,2023-06-22 17:04:40.230712-04:00
181228869959811072,943519937056628787,9.9,2023-06-20 03:32:52.561898-04:00
868241768787869726,204036163848110080,9.9,2023-06-20 03:57:03.971937-04:00
868241768787869726,621909993435693058,9.9,2023-06-20 03:57:03.987416-04:00
868241768787869726,904728071360368640,9.9,2023-06-20 03:57:03.996092-04:00
868241768787869726,576980014977777676,9.9,2023-06-20 03:57:04.003500-04:00
625187840837287937,697803212832374854,19.8,2023-06-20 05:58:38.024398-04:00
625187840837287937,1012994810719772702,9.9,2023-06-20 05:58:37.994895-04:00
625187840837287937,259737210171949058,9.9,2023-06-20 05:58:38.004127-04:00
625187840837287937,179419501580910600,9.9,2023-06-20 05:58:38.014670-04:00
625187840837287937,625187840837287937,9.9,2023-06-20 05:58:38.032370-04:00
625187840837287937,975434343264686080,9.9,2023-06-20 05:58:38.041602-04:00
625187840837287937,1055073077123371090,9.9,2023-06-20 05:58:38.050175-04:00
625187840837287937,954332558634663956,9.9,2023-06-20 05:58:38.058560-04:00
430842498492006420,805375805805821952,9.9,2023-06-20 06:21:27.487057-04:00
592195271849410560,911413267526742076,9.9,2023-06-20 06:23:21.574532-04:00
623902832164077580,1016463937367195699,99.0,2023-06-20 07:09:33.055750-04:00
350034833948409887,944660312899088405,374.9,2023-06-23 15:45:40.912508-04:00
333377436987293697,1049878480424284233,9.9,2023-06-20 07:44:07.024098-04:00
333377436987293697,805375805805821952,9.9,2023-06-20 07:44:07.032605-04:00
611740793870352384,146029137528619009,150.0,2023-06-20 09:48:38.659738-04:00
611740793870352384,333122573531611136,150.0,2023-06-20 09:48:38.666705-04:00
611740793870352384,857958176607305738,150.0,2023-06-20 09:48:38.673286-04:00
611740793870352384,634379911125008426,150.0,2023-06-20 09:48:38.680188-04:00
611740793870352384,1081508952694595627,150.0,2023-06-20 09:48:38.687039-04:00
611740793870352384,628289179712880660,150.0,2023-06-20 09:48:38.693950-04:00
611740793870352384,1078907577687089222,150.0,2023-06-20 09:48:38.700789-04:00
611740793870352384,977953361401905172,150.0,2023-06-20 09:48:38.707643-04:00
611740793870352384,873439732028301384,150.0,2023-06-20 09:48:38.714520-04:00
611740793870352384,1067118761666150400,150.0,2023-06-20 10:02:24.064847-04:00
333377436987293697,335816176804560899,9.9,2023-06-20 10:28:33.231652-04:00
868241768787869726,897451483593863210,9.9,2023-06-20 10:57:25.815833-04:00
868241768787869726,612067911217184818,9.9,2023-06-20 11:16:08.791926-04:00
625187840837287937,875652932287209522,150.0,2023-06-20 14:02:20.981834-04:00
625187840837287937,483109095499628584,150.0,2023-06-20 14:02:20.989522-04:00
625187840837287937,975927553237868655,150.0,2023-06-20 14:02:20.998145-04:00
625187840837287937,265306758040256522,150.0,2023-06-20 14:02:21.023176-04:00
804751562320379924,1082862800306704406,9.9,2023-06-20 14:31:55.198971-04:00
952388162150367322,369968450678030347,9.9,2023-06-20 14:35:49.954846-04:00
535256308987854858,562840422725189632,9.9,2023-06-20 15:08:35.006595-04:00
625187840837287937,826343607328833567,9.9,2023-06-20 15:14:01.087955-04:00
480561103068200990,243623018864050176,9.9,2023-06-20 15:39:13.787020-04:00
944660312899088405,456034249204826124,9.9,2023-06-20 15:39:35.975047-04:00
952388162150367322,265725663196086284,9.9,2023-06-20 16:48:04.419654-04:00
416383984864329758,420882722425143298,9.9,2023-06-20 16:49:09.450519-04:00
944660312899088405,723665884312371210,9.9,2023-06-20 17:16:50.900645-04:00
378026580473151488,420882722425143298,9.9,2023-06-20 17:31:07.982139-04:00
378026580473151488,956219043474460692,9.9,2023-06-20 17:31:07.992480-04:00
404363173181915148,275767588204707841,9.9,2023-06-20 17:46:24.277846-04:00
378026580473151488,416383984864329758,131.4,2023-06-20 18:02:16.234269-04:00
309923506819301376,1055073077123371090,9.9,2023-06-20 19:31:15.404718-04:00
416383984864329758,491771607723802646,9.9,2023-06-20 19:42:35.019425-04:00
416383984864329758,265725663196086284,9.9,2023-06-20 19:42:35.026363-04:00
952388162150367322,728405992320008332,9.9,2023-06-20 19:46:23.870152-04:00
625187840837287937,693219811194306581,9.9,2023-06-20 19:57:28.608993-04:00
357665910498000898,784624817046421515,9.9,2023-06-20 20:01:06.088937-04:00
323962047278874627,520191900112650240,678.9,2023-06-22 20:07:48.331115-04:00
388176255167496200,632811841122205707,99.0,2023-06-20 20:30:48.673870-04:00
430842498492006420,515741172098924547,197.1,2023-06-20 20:35:46.950893-04:00
777295376599351307,814340067807854592,9.9,2023-06-20 20:47:57.695073-04:00
1099135223247147143,644567609156829201,9.9,2023-06-20 21:41:35.194680-04:00
341997113393283093,420882722425143298,9.9,2023-06-20 22:42:19.547611-04:00
357665910498000898,703568681770287104,9.9,2023-06-20 23:34:29.581827-04:00
430842498492006420,537297943422828561,131.4,2023-06-20 23:37:48.026735-04:00
406734834359074816,406734834359074816,9.9,2023-06-21 00:56:09.799587-04:00
944660312899088405,830934706916818988,9.9,2023-06-21 21:51:55.402044-04:00
1099135223247147143,354813246294982656,197.1,2023-06-22 14:22:27.733134-04:00
1099135223247147143,279823973947015178,99.0,2023-06-22 14:27:05.398520-04:00
309923506819301376,805375805805821952,9.9,2023-06-22 15:01:04.288368-04:00
625187840837287937,1082862800306704406,9.9,2023-06-22 15:07:06.326904-04:00
619804409748127744,332541017750372354,9.9,2023-06-22 15:10:09.713672-04:00
944660312899088405,740093719847501886,9.9,2023-06-22 15:17:26.599394-04:00
181228869959811072,1011665060243976234,9.9,2023-06-22 15:25:05.004257-04:00
181228869959811072,817651476092026882,9.9,2023-06-22 15:25:05.011275-04:00
483109095499628584,1013049216400105613,9.9,2023-06-22 16:31:18.195081-04:00
483109095499628584,617595835122974730,9.9,2023-06-22 16:31:18.202364-04:00
406734834359074816,685431271303806992,9.9,2023-06-22 16:31:52.634088-04:00
726553506605170699,249285273043599360,9.9,2023-06-22 16:43:40.196399-04:00
430842498492006420,724131878579208242,9.9,2023-06-22 17:04:40.217383-04:00
308751100209528833,179419501580910600,99.0,2023-06-22 18:07:59.313075-04:00
868241768787869726,618198844701671425,9.9,2023-06-22 18:33:14.127694-04:00
868241768787869726,871188586488283207,9.9,2023-06-22 18:40:17.897615-04:00
868241768787869726,923742879799734336,9.9,2023-06-22 18:40:17.904520-04:00
428451817635053569,993515826684637196,197.1,2023-06-22 18:59:25.043316-04:00
357665910498000898,805375805805821952,9.9,2023-06-22 19:12:15.010883-04:00
388176255167496200,491771607723802646,9.9,2023-06-22 20:54:37.610040-04:00
576962723540369454,420882722425143298,159.9,2023-06-22 21:58:38.540965-04:00
784624817046421515,904524239472852993,9.9,2023-06-22 21:39:36.599496-04:00
309923506819301376,241000634260652032,9.9,2023-06-22 21:59:09.027193-04:00
416383984864329758,505907945272246292,9.9,2023-06-22 22:08:02.133923-04:00
963268665271275631,1099135223247147143,197.1,2023-06-22 22:15:39.609172-04:00
456034249204826124,456034249204826124,9.9,2023-06-22 22:18:52.578079-04:00
491771607723802646,622881903065825297,9.9,2023-06-22 22:30:34.437224-04:00
1099135223247147143,534099262292623381,99.0,2023-06-22 22:45:47.427213-04:00
1099135223247147143,468148823043211265,99.0,2023-06-22 22:45:47.435327-04:00
491771607723802646,1078907577687089222,9.9,2023-06-23 00:11:05.257385-04:00
378026580473151488,1011665060243976234,150.0,2023-06-23 00:38:47.105661-04:00
419785411968237570,179419501580910600,9.9,2023-06-23 00:41:05.281311-04:00
576962723540369454,784624817046421515,9.9,2023-06-23 00:43:03.496675-04:00
777295376599351307,1082862800306704406,9.9,2023-06-23 00:47:55.049345-04:00
952388162150367322,923742879799734336,9.9,2023-06-23 01:12:42.533995-04:00
753334993241112635,963268665271275631,9.9,2023-06-23 02:28:35.642222-04:00
753334993241112635,232154564361453569,9.9,2023-06-23 02:28:35.649235-04:00
753334993241112635,654702924437520394,9.9,2023-06-23 02:28:35.656032-04:00
416383984864329758,591038730366615571,9.9,2023-06-23 02:37:35.004489-04:00
416383984864329758,1082915196332417056,9.9,2023-06-23 02:58:17.914475-04:00
445318809004408832,1049878480424284233,9.9,2023-06-23 03:13:31.617086-04:00
720100389235720283,468148823043211265,9.9,2023-06-23 03:46:13.096428-04:00
1099135223247147143,1081508952694595627,9.9,2023-06-23 03:49:06.941158-04:00
522654151012909059,1081508952694595627,9.9,2023-06-23 03:50:50.675101-04:00
428451817635053569,1029200972595073025,9.9,2023-06-23 04:10:09.767255-04:00
617595835122974730,739399070879318096,9.9,2023-06-23 04:51:35.317391-04:00
341997113393283093,697803212832374854,9.9,2023-06-23 04:54:36.313862-04:00
799885323982340146,446516271383707648,9.9,2023-06-23 06:00:48.083540-04:00
590522801463754764,826071290070564927,9.9,2023-06-23 06:47:23.490787-04:00
590522801463754764,618198844701671425,9.9,2023-06-23 06:47:23.497901-04:00
415782683889893376,333305286213500928,9.9,2023-06-23 09:35:22.975053-04:00
490375121320542210,753544412264398890,9.9,2023-06-23 09:40:14.193268-04:00
799885323982340146,388176255167496200,9.9,2023-06-23 12:13:45.917023-04:00
509149124466311169,388176255167496200,9.9,2023-06-23 12:15:32.990942-04:00
451201495795236869,637754336201408532,197.1,2023-06-23 12:32:42.039949-04:00
283248919088201728,703568681770287104,9.9,2023-06-23 12:44:52.572658-04:00
637754336201408532,1055073077123371090,9.9,2023-06-23 12:56:18.229956-04:00
637754336201408532,728405992320008332,9.9,2023-06-23 12:56:18.237628-04:00
637754336201408532,965275531207639181,9.9,2023-06-23 12:56:18.246929-04:00
826343607328833567,762064767329632257,9.9,2023-06-23 13:11:37.392263-04:00
494316157864640519,1082862800306704406,9.9,2023-06-23 13:18:11.335799-04:00
216922599379173378,623902832164077580,9.9,2023-06-23 13:38:55.365282-04:00
952388162150367322,637469225941860352,9.9,2023-06-23 13:39:24.256885-04:00
952388162150367322,297919015144259586,9.9,2023-06-23 13:49:03.135066-04:00
726553506605170699,762064767329632257,9.9,2023-06-23 15:05:56.669530-04:00
428451817635053569,519274016847167495,394.2,2023-06-23 15:54:37.965767-04:00
428451817635053569,753334993241112635,394.2,2023-06-23 15:54:44.268237-04:00
1074745123079987210,717898166011297842,295.0,2023-08-03 20:03:36.658265-04:00
1080262452329070693,1074745123079987210,227.0,2023-08-03 20:20:26.921271-04:00
1080262452329070693,717898166011297842,13.14,2023-08-03 20:16:13.703374-04:00
717898166011297842,717898166011297842,17776.0,2023-10-18 11:31:49.448215-04:00
